"subNumber","automation","nback","runNumber","eventType","type","steering","rt","jerk","minTTC","crash","Age"
22,"MD","No Task",4,"RIGHT_PEDESTRIAN","Mainly brake",0,1.51670000000001,0.862378342250453,2.577680191073,0,41
23,"PAD","2-Back",1,"RIGHT_PEDESTRIAN","Mainly brake",0,2.13330000000002,-1.75806263813745,0,1,45
23,"PAD","2-Back",1,"LEFT_PEDESTRIAN","Mainly brake",0,-0.25,-0.440232147592346,3.27876632736524,0,45
23,"PAD","2-Back",1,"ONCOMING_VEHICLES","Mainly brake",0,0.833300000000008,0.309716109343344,0,1,45
23,"MD","2-Back",2,"LEFT_PEDESTRIAN","Mainly brake",0,0.483300000000042,-0.407161819774283,2.28005809803621,0,45
23,"MD","2-Back",2,"RIGHT_PEDESTRIAN","Mainly brake",0,1.29999999999995,-0.960981530458324,5.22248383163738,0,45
23,"PAD","No Task",4,"RIGHT_PEDESTRIAN","Brake and steer",1,1.48329999999999,1.13946059349316,0.007,0,45
23,"PAD","No Task",4,"LEFT_PEDESTRIAN","Mainly brake",0,1.28339999999997,0.70649328857637,2.19331368511181,0,45
24,"PAD","2-Back",1,"RIGHT_PEDESTRIAN","Mainly brake",0,3.81660000000002,-2.01078201327906,0,1,50
24,"PAD","2-Back",1,"ONCOMING_VEHICLES","Mainly brake",0,1.9667,-2.01078201327906,0,1,50
24,"PAD","2-Back",1,"LEFT_PEDESTRIAN","Mainly brake",0,2.05000000000001,0.605478207251707,1.32223792428283,0,50
24,"MD","2-Back",2,"RIGHT_PEDESTRIAN","Mainly brake",0,1.51670000000001,1.0817024175583,2.35528740556616,0,50
24,"PAD","No Task",3,"ONCOMING_VEHICLES","Mainly brake",0,1.38330000000002,0.55926617829318,0,1,50
24,"PAD","No Task",3,"RIGHT_PEDESTRIAN","Mainly brake",0,1.93340000000001,0.858896675217384,1.53816157985589,0,50
24,"MD","No Task",4,"LEFT_PEDESTRIAN","Mainly brake",0,2.33329999999995,-1.77748053472556,4.62657040302364,0,50
24,"MD","No Task",4,"ONCOMING_VEHICLES","Mainly brake",0,1.23329999999999,0.159241396453099,0.472310358610546,0,50
25,"MD","No Task",1,"LEFT_PEDESTRIAN","Mainly brake",0,1.69999999999999,-0.490836662538204,2.09180088680539,0,35
25,"MD","No Task",1,"RIGHT_PEDESTRIAN","Mainly brake",0,1.56670000000003,-1.53701713242566,2.83529239792288,0,35
25,"MD","No Task",1,"ONCOMING_VEHICLES","Mainly brake",0,0.699999999999989,-0.073649834810493,1.51848933161536,0,35
25,"PAD","No Task",2,"RIGHT_PEDESTRIAN","Mainly brake",0,0.800000000000011,-0.844200862256319,2.39548954102727,0,35
25,"PAD","No Task",2,"ONCOMING_VEHICLES","Mainly brake",0,0.399999999999977,0.970310531615524,0.977227815948483,0,35
25,"PAD","No Task",2,"LEFT_PEDESTRIAN","Mainly brake",0,1.63329999999996,0.720447983680922,1.86539190748304,0,35
25,"MD","2-Back",3,"LEFT_PEDESTRIAN","Mainly brake",0,1.34999999999999,-1.18044559553184,2.25807734656301,0,35
25,"MD","2-Back",3,"RIGHT_PEDESTRIAN","Mainly brake",0,0.616700000000037,0.821231893834261,1.2474939755495,0,35
25,"MD","2-Back",3,"ONCOMING_VEHICLES","Mainly brake",0,0.583399999999983,0.927531472205222,0.636139933194062,0,35
25,"PAD","2-Back",4,"ONCOMING_VEHICLES","Mainly brake",0,0.450000000000017,0.90351801445491,0.750611555630509,0,35
25,"PAD","2-Back",4,"LEFT_PEDESTRIAN","Mainly brake",0,1.75,-0.00923750073610042,1.67558940572678,0,35
25,"PAD","2-Back",4,"RIGHT_PEDESTRIAN","Mainly brake",0,1.68329999999997,-0.395201504679642,1.69694660146555,0,35
27,"MD","No Task",1,"RIGHT_PEDESTRIAN","Mainly brake",0,1.30000000000001,-0.851769729830386,0,1,56
27,"MD","No Task",1,"LEFT_PEDESTRIAN","Mainly brake",0,1.61669999999998,1.23231687229278,2.87284644299324,0,56
27,"MD","No Task",1,"ONCOMING_VEHICLES","Mainly brake",0,0.633399999999938,1.16554483915088,1.46897998670563,0,56
27,"MD","2-Back",2,"RIGHT_PEDESTRIAN","Mainly brake",0,1.63330000000002,-0.660847020759939,1.23825518841584,0,56
27,"MD","2-Back",2,"ONCOMING_VEHICLES","Mainly brake",0,0.25,1.11141836102957,0,1,56
27,"MD","2-Back",2,"LEFT_PEDESTRIAN","Mainly brake",0,1.48329999999999,1.21819528164828,1.96921712564647,0,56
27,"PAD","2-Back",4,"LEFT_PEDESTRIAN","Mainly brake",0,2.84999999999997,-0.0674765235787351,0,1,56
27,"PAD","2-Back",4,"ONCOMING_VEHICLES","Mainly brake",0,1.06659999999999,-0.951328388360777,0,1,56
28,"MD","No Task",1,"RIGHT_PEDESTRIAN","Mainly brake",0,2.23340000000002,-0.326410954274513,3.10121927735449,0,32
28,"MD","No Task",1,"LEFT_PEDESTRIAN","Mainly brake",0,1.41669999999999,-1.18728286931612,4.97898519608867,0,32
28,"MD","No Task",1,"ONCOMING_VEHICLES","Mainly brake",0,0.549999999999955,-0.121206467375296,1.6344490990191,0,32
28,"MD","2-Back",2,"ONCOMING_VEHICLES","Mainly brake",0,-1.91669999999999,-1.2409615647472,2.50336089894712,0,32
28,"PAD","2-Back",3,"RIGHT_PEDESTRIAN","Mainly brake",0,2.01670000000001,0.950013547010352,1.58956496230607,0,32
28,"PAD","2-Back",3,"ONCOMING_VEHICLES","Mainly brake",0,-0.733399999999961,-0.937753680175876,1.83462961200734,0,32
28,"PAD","2-Back",3,"LEFT_PEDESTRIAN","Mainly brake",0,1.78330000000005,1.20475456360964,1.83622783078002,0,32
28,"PAD","No Task",4,"RIGHT_PEDESTRIAN","Mainly brake",0,1.68340000000001,0.28463899214996,1.71338843636106,0,32
28,"PAD","No Task",4,"ONCOMING_VEHICLES","Mainly brake",0,-2.16659999999996,-0.110318605207926,3.68303061028302,0,32
28,"PAD","No Task",4,"LEFT_PEDESTRIAN","Mainly brake",0,1.79999999999995,0.938707547760498,1.67313128598697,0,32
29,"MD","No Task",1,"LEFT_PEDESTRIAN","Mainly brake",0,3.14999999999998,-0.845252142344302,2.37589181945749,0,35
29,"MD","No Task",1,"ONCOMING_VEHICLES","Mainly brake",0,1.36669999999998,-2.01078201327906,0,1,35
29,"PAD","2-Back",2,"ONCOMING_VEHICLES","Mainly brake",0,0.949999999999989,-0.441734660296408,0,1,35
29,"PAD","2-Back",2,"RIGHT_PEDESTRIAN","Mainly brake",0,1.6166,-1.00615163467714,0,1,35
29,"PAD","2-Back",2,"LEFT_PEDESTRIAN","Mainly steer",1,3.11670000000004,-0.304759324749745,0,1,35
29,"PAD","No Task",3,"LEFT_PEDESTRIAN","Brake and steer",1,2.13330000000002,-1.19037326253357,0,1,35
29,"PAD","No Task",3,"ONCOMING_VEHICLES","Mainly steer",1,1.10000000000002,0.651686592840106,0,1,35
29,"PAD","No Task",3,"RIGHT_PEDESTRIAN","Brake and steer",1,2.13329999999996,-0.874062940194066,0,1,35
29,"MD","2-Back",4,"LEFT_PEDESTRIAN","Mainly steer",1,2.55000000000001,-1.50081365179515,0,1,35
29,"MD","2-Back",4,"ONCOMING_VEHICLES","Brake and steer",1,1.06669999999997,1.86571643967862,0,1,35
30,"MD","No Task",1,"ONCOMING_VEHICLES","Mainly brake",0,0.583300000000008,0.393738885011172,0,1,41
30,"MD","No Task",1,"RIGHT_PEDESTRIAN","Mainly brake",0,1.48340000000002,-0.66909710670366,2.63700431011978,0,41
30,"MD","No Task",1,"LEFT_PEDESTRIAN","Mainly brake",0,0.333399999999983,-1.17159334237897,2.9520667706972,0,41
30,"PAD","2-Back",2,"LEFT_PEDESTRIAN","Mainly brake",0,2.15000000000001,0.515683181144992,1.14278063454985,0,41
30,"PAD","2-Back",2,"ONCOMING_VEHICLES","Mainly brake",0,-1.38329999999996,-1.08297556312417,2.05881653635445,0,41
30,"PAD","2-Back",2,"RIGHT_PEDESTRIAN","Mainly brake",0,1.55000000000001,0.148740345705678,1.85905004614927,0,41
30,"MD","2-Back",3,"LEFT_PEDESTRIAN","Mainly brake",0,2.16669999999999,-1.7034259555461,1.55626116586361,0,41
30,"MD","2-Back",3,"RIGHT_PEDESTRIAN","Mainly brake",0,1.73329999999999,-1.85153139678555,3.17440921940607,0,41
30,"PAD","No Task",4,"LEFT_PEDESTRIAN","Mainly brake",0,2.14999999999998,0.411367447793839,1.19348495731657,0,41
30,"PAD","No Task",4,"RIGHT_PEDESTRIAN","Mainly brake",0,1.16669999999999,-1.30149091505885,1.69836462052286,0,41
30,"PAD","No Task",4,"ONCOMING_VEHICLES","Mainly brake",0,0.550000000000011,0.449114617796309,0.0841970818721026,0,41
32,"PAD","No Task",1,"RIGHT_PEDESTRIAN","Mainly brake",0,-0.0166999999999859,-0.380440064339009,3.12418663789578,0,33
32,"PAD","No Task",1,"LEFT_PEDESTRIAN","Mainly brake",0,0.716700000000003,0.103624379548372,2.72371266017665,0,33
32,"MD","No Task",2,"ONCOMING_VEHICLES","Mainly brake",0,-1.68340000000001,-0.693974075762102,3.7168997784506,0,33
32,"MD","No Task",2,"RIGHT_PEDESTRIAN","Mainly brake",0,1.29999999999995,-1.07882777599792,5.67548185256207,0,33
32,"MD","2-Back",4,"ONCOMING_VEHICLES","Mainly brake",0,-1.93330000000003,-0.203408115030472,2.05467059021514,0,33
32,"MD","2-Back",4,"LEFT_PEDESTRIAN","Mainly brake",0,1.44999999999993,-0.142843090284912,2.29391240846299,0,33
33,"PAD","No Task",1,"RIGHT_PEDESTRIAN","Mainly brake",0,1.38330000000002,0.412038073275182,2.06070610775018,0,50
33,"PAD","No Task",1,"ONCOMING_VEHICLES","Mainly brake",0,0.566700000000026,1.24923902513013,0.73547944159038,0,50
33,"PAD","No Task",1,"LEFT_PEDESTRIAN","Mainly brake",0,2.21669999999995,-1.86637182825291,0,1,50
33,"MD","2-Back",2,"RIGHT_PEDESTRIAN","Mainly brake",0,0.916699999999992,-1.24744900091917,3.25355127136197,0,50
33,"MD","2-Back",2,"LEFT_PEDESTRIAN","Mainly brake",0,1.51670000000001,0.356180154639737,2.29573551107622,0,50
33,"MD","2-Back",2,"ONCOMING_VEHICLES","Mainly brake",0,0.666699999999992,-0.81537672602056,0.306529622489753,0,50
33,"MD","No Task",3,"ONCOMING_VEHICLES","Mainly brake",0,-2.75,-1.50436630147997,1.55460601728953,0,50
33,"MD","No Task",3,"RIGHT_PEDESTRIAN","Mainly brake",0,1.38330000000002,0.415381521266929,4.37951182668322,0,50
33,"PAD","2-Back",4,"RIGHT_PEDESTRIAN","Mainly brake",0,1.69999999999999,-1.58002813019507,0,1,50
33,"PAD","2-Back",4,"LEFT_PEDESTRIAN","Mainly brake",0,1.75,-0.953211213185896,1.19382160069445,0,50
33,"PAD","2-Back",4,"ONCOMING_VEHICLES","Mainly brake",0,0.550000000000068,-0.120501907585101,0,1,50
34,"PAD","No Task",1,"ONCOMING_VEHICLES","Mainly brake",0,0.983300000000014,0.198911472847868,0,1,31
34,"PAD","No Task",1,"RIGHT_PEDESTRIAN","Mainly brake",0,1.23329999999999,0.851673209427707,2.36009480417875,0,31
34,"PAD","No Task",1,"LEFT_PEDESTRIAN","Mainly brake",0,1.16669999999999,0.937477884665417,2.3378458300906,0,31
34,"MD","2-Back",2,"LEFT_PEDESTRIAN","Mainly brake",0,2.10000000000002,-0.160670099974194,1.24750092481232,0,31
34,"MD","2-Back",2,"RIGHT_PEDESTRIAN","Mainly brake",0,0.949999999999989,-1.11453739801423,1.4991277127639,0,31
34,"MD","2-Back",2,"ONCOMING_VEHICLES","Mainly brake",0,1.06669999999997,0.330994278255172,0.888322972456087,0,31
34,"PAD","2-Back",3,"RIGHT_PEDESTRIAN","Mainly brake",0,1.40000000000001,0.442884100045895,2.13552065236965,0,31
34,"PAD","2-Back",3,"ONCOMING_VEHICLES","Mainly brake",0,1.0333,1.03037403648783,0,1,31
34,"PAD","2-Back",3,"LEFT_PEDESTRIAN","Mainly brake",0,0.933299999999974,0.123166025407536,2.5760882066593,0,31
34,"MD","No Task",4,"ONCOMING_VEHICLES","Mainly brake",0,0.616700000000037,0.307990684334793,0,1,31
34,"MD","No Task",4,"RIGHT_PEDESTRIAN","Mainly brake",0,1.2833,0.5549902309919,2.13462265113435,0,31
34,"MD","No Task",4,"LEFT_PEDESTRIAN","Mainly brake",0,1.71659999999997,-0.689101209773187,2.19997883695572,0,31
35,"PAD","No Task",1,"LEFT_PEDESTRIAN","Mainly brake",0,0.449999999999989,0.536458112727946,2.97291417129407,0,26
35,"PAD","No Task",1,"ONCOMING_VEHICLES","Mainly brake",0,-1.56670000000003,-0.437281652783945,2.09046725026369,0,26
35,"PAD","No Task",1,"RIGHT_PEDESTRIAN","Mainly brake",0,1.46659999999997,0.349082042284157,1.96906350406624,0,26
35,"PAD","2-Back",2,"LEFT_PEDESTRIAN","Mainly brake",0,0.466700000000003,-0.55345169228072,2.64438119908654,0,26
35,"PAD","2-Back",2,"ONCOMING_VEHICLES","Mainly brake",0,-0.366700000000037,-0.164546271096559,1.64890522681534,0,26
35,"MD","No Task",3,"RIGHT_PEDESTRIAN","Mainly brake",0,1.36670000000004,-0.592171258004574,3.59637445229123,0,26
35,"MD","No Task",3,"LEFT_PEDESTRIAN","Mainly brake",0,0.933300000000031,-1.10737838981419,2.40880765016491,0,26
35,"MD","2-Back",4,"LEFT_PEDESTRIAN","Mainly brake",0,0.733399999999989,-0.944258529532963,1.36141849285163,0,26
35,"MD","2-Back",4,"ONCOMING_VEHICLES","Mainly brake",0,-2.23329999999999,-1.2287889521225,3.72361721682077,0,26
35,"MD","2-Back",4,"RIGHT_PEDESTRIAN","Mainly brake",0,0.516599999999983,0.207868196200682,2.82851024545469,0,26
36,"PAD","No Task",1,"LEFT_PEDESTRIAN","Mainly brake",0,0.350000000000023,-0.842253407655035,2.50993196968291,0,27
36,"PAD","No Task",2,"RIGHT_PEDESTRIAN",NA,NA,1.4334,NA,NA,NA,27
36,"PAD","2-Back",2,"RIGHT_PEDESTRIAN","Mainly brake",0,1.44999999999999,0.886174506377032,2.07738236457098,0,27
36,"PAD","2-Back",2,"ONCOMING_VEHICLES","Mainly brake",0,0.783299999999997,1.31454810051533,0,1,27
36,"PAD","2-Back",2,"LEFT_PEDESTRIAN","Mainly brake",0,0.733299999999986,0.818344311479918,2.81692002704864,0,27
36,"MD","2-Back",3,"RIGHT_PEDESTRIAN","Mainly brake",0,1.73329999999999,-1.46019635103238,1.32080478043167,0,27
36,"MD","2-Back",3,"LEFT_PEDESTRIAN","Mainly brake",0,1.80000000000001,0.24184399792795,1.8519178068879,0,27
36,"MD","No Task",4,"RIGHT_PEDESTRIAN","Mainly brake",0,1.41659999999996,-0.334486630348557,1.89164153751654,0,27
36,"MD","No Task",4,"ONCOMING_VEHICLES","Mainly brake",0,0.649999999999977,1.19936554495573,0,1,27
36,"MD","No Task",4,"LEFT_PEDESTRIAN","Mainly brake",0,1.18340000000001,1.04771952873609,2.32768688561565,0,27
37,"MD","2-Back",1,"RIGHT_PEDESTRIAN","Mainly brake",0,1.70000000000002,0.532033750183765,1.1348314348641,0,23
37,"MD","2-Back",1,"LEFT_PEDESTRIAN","Mainly brake",0,1.46659999999997,1.19852550763449,0.945816610653304,0,23
37,"MD","No Task",2,"ONCOMING_VEHICLES","Mainly brake",0,0.66670000000002,1.15716544161908,0,1,23
37,"MD","No Task",2,"RIGHT_PEDESTRIAN","Mainly brake",0,1.74999999999997,0.984307848327374,1.54862084529791,0,23
37,"MD","No Task",2,"LEFT_PEDESTRIAN","Mainly brake",0,2.23329999999999,0.35278533173649,2.27990073837916,0,23
37,"PAD","No Task",3,"LEFT_PEDESTRIAN","Mainly brake",0,1.75,-1.84987152048221,0,1,23
37,"PAD","No Task",3,"ONCOMING_VEHICLES","Mainly brake",0,1.33339999999998,3.28237506774244,0,1,23
37,"PAD","No Task",3,"RIGHT_PEDESTRIAN","Mainly brake",0,1.58329999999995,-0.501376002176688,1.01343584436472,0,23
37,"PAD","2-Back",4,"RIGHT_PEDESTRIAN","Mainly brake",0,2.38329999999999,1.0216584056718,1.10911379383092,0,23
37,"PAD","2-Back",4,"ONCOMING_VEHICLES","Mainly brake",0,1.26659999999998,2.7795541732074,0,1,23
37,"PAD","2-Back",4,"LEFT_PEDESTRIAN","Mainly brake",0,2.2167,-0.129958627748148,0,1,23
38,"MD","2-Back",1,"RIGHT_PEDESTRIAN","Mainly brake",0,1.78339999999992,-0.513880645478742,3.24525909259526,0,26
38,"MD","No Task",2,"ONCOMING_VEHICLES","Mainly brake",0,-0.783299999999997,-0.902947904093347,1.49122156736095,0,26
38,"MD","No Task",2,"LEFT_PEDESTRIAN","Mainly brake",0,0.75,-0.760213001634815,4.30867727191709,0,26
38,"MD","No Task",2,"RIGHT_PEDESTRIAN","Mainly brake",0,1.83330000000001,-0.0651371279753887,3.09433708783583,0,26
38,"PAD","2-Back",3,"ONCOMING_VEHICLES","Mainly brake",0,0.400000000000006,1.04365239545136,1.00268188914952,0,26
38,"PAD","2-Back",3,"LEFT_PEDESTRIAN","Mainly brake",0,0.966700000000003,0.989292350955717,2.57984618263321,0,26
38,"PAD","2-Back",3,"RIGHT_PEDESTRIAN","Mainly brake",0,1.23329999999999,-0.852431300347616,1.96581496885987,0,26
38,"PAD","No Task",4,"RIGHT_PEDESTRIAN","Mainly brake",0,1.43340000000001,0.914984619573216,2.12415603030062,0,26
38,"PAD","No Task",4,"ONCOMING_VEHICLES","Mainly brake",0,0.66659999999996,1.2660389063895,0.456268963016204,0,26
38,"PAD","No Task",4,"LEFT_PEDESTRIAN","Mainly brake",0,1.4667,1.15421101776358,2.13125999612576,0,26
39,"MD","2-Back",1,"LEFT_PEDESTRIAN","Mainly brake",0,2.46659999999997,-1.86656385791917,1.73520864170386,0,29
39,"MD","2-Back",1,"ONCOMING_VEHICLES","Mainly brake",0,0.966599999999971,0.222347262755974,1.02829252580578,0,29
39,"PAD","No Task",2,"ONCOMING_VEHICLES","Mainly brake",0,1.09999999999999,1.99226394033495,0,1,29
39,"PAD","No Task",2,"LEFT_PEDESTRIAN","Mainly brake",0,1.8167,0.628798905984065,1.58537128370492,0,29
39,"PAD","No Task",2,"RIGHT_PEDESTRIAN","Mainly brake",0,1.89999999999998,0.790635088534971,1.54939086241617,0,29
39,"MD","No Task",3,"ONCOMING_VEHICLES","Mainly brake",0,0.0500000000000114,-1.43127357365888,1.31576546982993,0,29
39,"MD","No Task",3,"RIGHT_PEDESTRIAN","Mainly brake",0,1.3834,-0.741440656366691,2.65201223627239,0,29
39,"MD","No Task",3,"LEFT_PEDESTRIAN","Mainly brake",0,1.30000000000001,-0.212872788563742,2.49385649630072,0,29
39,"PAD","2-Back",4,"ONCOMING_VEHICLES","Mainly brake",0,0.899999999999977,1.21651157889908,0,1,29
39,"PAD","2-Back",4,"RIGHT_PEDESTRIAN","Mainly brake",0,1.86670000000004,0.476382151514924,1.51517984705881,0,29
39,"PAD","2-Back",4,"LEFT_PEDESTRIAN","Mainly brake",0,1.3666,0.671242774054303,2.06162482103389,0,29
40,"MD","2-Back",1,"RIGHT_PEDESTRIAN","Mainly brake",0,1.98339999999996,0.986916969021726,3.80283687799093,0,38
40,"MD","2-Back",1,"ONCOMING_VEHICLES","Mainly brake",0,-2.13329999999996,0.715414146750583,3.41343560741197,0,38
40,"PAD","No Task",2,"LEFT_PEDESTRIAN","Mainly brake",0,1.23330000000001,1.24918116034821,2.55514959086701,0,38
40,"PAD","No Task",2,"ONCOMING_VEHICLES","Mainly brake",0,-2.1166,-1.33863130534122,3.54967509589532,0,38
40,"PAD","No Task",2,"RIGHT_PEDESTRIAN","Mainly brake",0,0.466700000000003,1.08198587617235,3.15156008882532,0,38
40,"PAD","2-Back",3,"ONCOMING_VEHICLES","Mainly brake",0,-3.08340000000001,-1.48676290696898,4.30377053619787,0,38
40,"PAD","2-Back",3,"RIGHT_PEDESTRIAN","Mainly brake",0,1,0.95487500334207,2.58511790366371,0,38
40,"PAD","2-Back",3,"LEFT_PEDESTRIAN","Mainly brake",0,1.39999999999998,0.861421082410178,2.16214480234131,0,38
41,"MD","2-Back",1,"ONCOMING_VEHICLES","Mainly brake",0,0.116700000000037,-1.23057088657438,1.47648860494302,0,48
41,"PAD","2-Back",2,"LEFT_PEDESTRIAN","Mainly brake",0,1.41670000000005,0.806333381287658,2.09331972535981,0,48
41,"PAD","2-Back",2,"ONCOMING_VEHICLES","Mainly brake",0,0.63330000000002,1.01532521305039,0.316196537617416,0,48
41,"PAD","2-Back",2,"RIGHT_PEDESTRIAN","Mainly brake",0,1.53339999999992,0.460105090781676,1.88301156735894,0,48
41,"PAD","No Task",3,"RIGHT_PEDESTRIAN","Mainly brake",0,1.09999999999999,0.400912586263194,2.33458056493602,0,48
41,"PAD","No Task",3,"ONCOMING_VEHICLES","Brake and steer",1,-1.16660000000002,-1.30353981240944,1.00909137820662,0,48
41,"PAD","No Task",3,"LEFT_PEDESTRIAN","Mainly brake",0,0.566599999999994,-1.34826859640352,3.15347604643379,0,48
41,"MD","No Task",4,"RIGHT_PEDESTRIAN","Mainly brake",0,1.26660000000004,-1.89136914001465,5.41155087122839,0,48
41,"MD","No Task",4,"ONCOMING_VEHICLES","Mainly brake",0,-3.55000000000001,-1.52816357839282,0.723523602078068,0,48
42,"MD","2-Back",1,"ONCOMING_VEHICLES","Mainly brake",0,-2.58330000000001,-1.42847698670093,1.57726146922505,0,51
42,"PAD","2-Back",2,"RIGHT_PEDESTRIAN","Mainly brake",0,1.76670000000001,0.638341504947983,1.74159022631684,0,51
42,"PAD","2-Back",2,"LEFT_PEDESTRIAN","Mainly brake",0,1.56669999999997,0.960050045404716,1.99705425039131,0,51
42,"PAD","2-Back",2,"ONCOMING_VEHICLES","Mainly brake",0,0.61669999999998,1.06448170564432,0.483165532879821,0,51
42,"MD","No Task",3,"ONCOMING_VEHICLES","Mainly brake",0,-0.899999999999977,-0.992915321093863,1.38815338512698,0,51
42,"PAD","No Task",4,"LEFT_PEDESTRIAN","Mainly brake",0,1.54999999999998,0.800858689301004,1.97400075484886,0,51
42,"PAD","No Task",4,"RIGHT_PEDESTRIAN","Mainly brake",0,2.18329999999997,0.929490132310795,1.35374389351231,0,51
42,"PAD","No Task",4,"ONCOMING_VEHICLES","Mainly brake",0,0.550000000000011,0.748413302258723,0.507041261969387,0,51
43,"PAD","2-Back",1,"ONCOMING_VEHICLES","Mainly steer",1,1.25,1.20052154465571,0,1,28
43,"PAD","2-Back",1,"LEFT_PEDESTRIAN","Mainly steer",1,2.44999999999999,0.955629690042456,0.405851095131548,0,28
43,"PAD","2-Back",1,"RIGHT_PEDESTRIAN","Mainly steer",1,2.76659999999998,-0.0590467142770705,0,1,28
43,"MD","No Task",2,"LEFT_PEDESTRIAN","Mainly brake",0,2.09999999999997,0.304093968122343,1.36457598957678,0,28
43,"MD","No Task",2,"RIGHT_PEDESTRIAN","Mainly brake",0,1.7833,0.535654552712747,2.21972932993675,0,28
43,"PAD","No Task",3,"ONCOMING_VEHICLES","Mainly brake",0,0.333300000000008,0.929239528963236,1.33486211377634,0,28
43,"PAD","No Task",3,"LEFT_PEDESTRIAN","Mainly brake",0,0.966700000000003,0.544820867998966,2.45326071564441,0,28
43,"PAD","No Task",3,"RIGHT_PEDESTRIAN","Mainly brake",0,0.983299999999986,0.834591617539395,2.60585937731212,0,28
43,"MD","2-Back",4,"RIGHT_PEDESTRIAN","Mainly brake",0,1.09999999999997,0.668381341917776,2.68403427773635,0,28
43,"MD","2-Back",4,"LEFT_PEDESTRIAN","Mainly brake",0,2.09999999999997,-0.00782302331674673,2.57758773134799,0,28
43,"MD","2-Back",4,"ONCOMING_VEHICLES","Mainly brake",0,-0.766600000000039,-0.826957149852989,2.03371149489137,0,28
44,"PAD","2-Back",1,"RIGHT_PEDESTRIAN","Mainly brake",0,1.58339999999998,0.690424790985107,1.89694667272936,0,35
44,"PAD","2-Back",1,"ONCOMING_VEHICLES","Mainly brake",0,0.766700000000014,0.513842475267505,0,1,35
44,"PAD","2-Back",1,"LEFT_PEDESTRIAN","Mainly brake",0,1.5,0.863479966640967,2.00693252810386,0,35
44,"MD","No Task",2,"LEFT_PEDESTRIAN","Mainly brake",0,1.76670000000001,-0.662721582228834,1.71535519771612,0,35
44,"MD","No Task",2,"ONCOMING_VEHICLES","Mainly brake",0,0.866599999999949,-0.140377772563574,0.204293622273884,0,35
44,"MD","No Task",2,"RIGHT_PEDESTRIAN","Mainly brake",0,1.65000000000003,0.209916532048177,1.93941227638701,0,35
44,"MD","2-Back",3,"RIGHT_PEDESTRIAN","Mainly brake",0,1.85000000000002,-1.55426599359092,1.95239332228524,0,35
44,"MD","2-Back",3,"LEFT_PEDESTRIAN","Mainly brake",0,1.5333,0.732214837178095,1.35216517611043,0,35
44,"PAD","No Task",4,"RIGHT_PEDESTRIAN","Mainly brake",0,1.54999999999998,0.681281912985391,1.94785514446031,0,35
44,"PAD","No Task",4,"ONCOMING_VEHICLES","Mainly brake",0,0.383299999999963,0.846254296599676,0.974544791202637,0,35
44,"PAD","No Task",4,"LEFT_PEDESTRIAN","Mainly brake",0,1.23329999999999,0.807086615076247,2.30343498587299,0,35
45,"PAD","2-Back",1,"ONCOMING_VEHICLES","Mainly brake",0,1.86670000000001,-2.01078201327906,0,1,33
45,"PAD","2-Back",1,"LEFT_PEDESTRIAN","Mainly brake",0,2.70000000000005,0.239063132450207,0,1,33
45,"PAD","2-Back",1,"RIGHT_PEDESTRIAN","Mainly brake",0,1.93330000000003,-0.630611999615366,0.550291183578229,0,33
45,"PAD","No Task",2,"ONCOMING_VEHICLES","Mainly brake",0,-1.41660000000002,-1.42888358384567,0.619228749668712,0,33
45,"MD","2-Back",4,"LEFT_PEDESTRIAN","Mainly brake",0,1.75,-0.886147806300486,1.42880886723536,0,33
45,"MD","2-Back",4,"RIGHT_PEDESTRIAN","Mainly brake",0,1.81670000000003,-1.19904443994679,2.38535356336396,0,33
45,"MD","2-Back",4,"ONCOMING_VEHICLES","Mainly brake",0,0.0167000000000144,-1.37131173769033,0.465068207562168,0,33
46,"PAD","2-Back",1,"LEFT_PEDESTRIAN","Mainly brake",0,1.98330000000001,-0.0992315471934001,1.00805994788392,0,32
46,"PAD","2-Back",1,"RIGHT_PEDESTRIAN","Mainly brake",0,1.34999999999997,0.855775367197361,2.22959070725145,0,32
46,"PAD","2-Back",1,"ONCOMING_VEHICLES","Mainly brake",0,0.333300000000008,0.981908568122556,1.15587122431981,0,32
46,"PAD","No Task",2,"ONCOMING_VEHICLES","Mainly brake",0,0.5,0.739730072271761,0.695361221579079,0,32
46,"PAD","No Task",2,"RIGHT_PEDESTRIAN","Mainly brake",0,1.2167,0.887310142410379,2.36721065096589,0,32
46,"PAD","No Task",2,"LEFT_PEDESTRIAN","Mainly brake",0,2.01659999999998,0.242747790485246,1.35394586297473,0,32
46,"MD","2-Back",3,"LEFT_PEDESTRIAN","Mainly brake",0,2.16669999999999,1.03870298986032,1.80181357075643,0,32
46,"MD","2-Back",3,"ONCOMING_VEHICLES","Mainly brake",0,-0.983399999999961,-1.44265638384394,1.65852211683327,0,32
46,"MD","No Task",4,"ONCOMING_VEHICLES","Mainly brake",0,0.733299999999986,0.771405786521899,0.660564920664095,0,32
46,"MD","No Task",4,"LEFT_PEDESTRIAN","Mainly brake",0,1.43329999999992,-0.384533260147645,3.15627202144287,0,32
47,"PAD","2-Back",1,"RIGHT_PEDESTRIAN","Mainly brake",0,1.91660000000002,-0.49008920116115,1.02998014809851,0,41
47,"PAD","2-Back",1,"ONCOMING_VEHICLES","Mainly brake",0,0.966599999999971,0.955857563559465,0,1,41
